Datetime (CET+1/CEST +2),Datetime (UTC),Elia Grid Load [MW]
2022-11-02 20:00:00,2022-11-02 19:00:00,0.5075466311061461
2022-11-02 20:15:00,2022-11-02 19:15:00,0.49216907921868996
2022-11-02 20:30:00,2022-11-02 19:30:00,0.4700014209383477
2022-11-02 20:45:00,2022-11-02 19:45:00,0.45844316363915677
2022-11-02 21:00:00,2022-11-02 20:00:00,0.43186059992975895
2022-11-02 21:15:00,2022-11-02 20:15:00,0.42786993589252525
2022-11-02 21:30:00,2022-11-02 20:30:00,0.4197148922397283
2022-11-02 21:45:00,2022-11-02 20:45:00,0.392987684554951
2022-11-02 22:00:00,2022-11-02 21:00:00,0.3966739638090165
2022-11-02 22:15:00,2022-11-02 21:15:00,0.4058561020937573
2022-11-02 22:30:00,2022-11-02 21:30:00,0.3959495198646263
2022-11-02 22:45:00,2022-11-02 21:45:00,0.38677350191734877
2022-11-02 23:00:00,2022-11-02 22:00:00,0.39071244910301867
2022-11-02 23:15:00,2022-11-02 22:15:00,0.37951131349480355
2022-11-02 23:30:00,2022-11-02 22:30:00,0.36715618825790824
2022-11-02 23:45:00,2022-11-02 22:45:00,0.35326383826151414
2022-11-03 00:00:00,2022-11-02 23:00:00,0.3458352786655951
2022-11-03 00:15:00,2022-11-02 23:15:00,0.33562859588952015
2022-11-03 00:30:00,2022-11-02 23:30:00,0.3182077693399859
2022-11-03 00:45:00,2022-11-02 23:45:00,0.32661293078377757
2022-11-03 01:00:00,2022-11-03 00:00:00,0.3242259991731425
2022-11-03 01:15:00,2022-11-03 00:15:00,0.32517026523808473
2022-11-03 01:30:00,2022-11-03 00:30:00,0.2947144459651217
2022-11-03 01:45:00,2022-11-03 00:45:00,0.28434720633626304
2022-11-03 02:00:00,2022-11-03 01:00:00,0.29263557134013257
2022-11-03 02:15:00,2022-11-03 01:15:00,0.2956394329670549
2022-11-03 02:30:00,2022-11-03 01:30:00,0.2749027095856012
2022-11-03 02:45:00,2022-11-03 01:45:00,0.28109465499708725
2022-11-03 03:00:00,2022-11-03 02:00:00,0.28638497269462443
2022-11-03 03:15:00,2022-11-03 02:15:00,0.27812690336119755
2022-11-03 03:30:00,2022-11-03 02:30:00,0.2904377581571093
2022-11-03 03:45:00,2022-11-03 02:45:00,0.2791265584801815
2022-11-03 04:00:00,2022-11-03 03:00:00,0.2831294631923415
2022-11-03 04:15:00,2022-11-03 03:15:00,0.28260678637298703
2022-11-03 04:30:00,2022-11-03 03:30:00,0.2846610776424991
2022-11-03 04:45:00,2022-11-03 03:45:00,0.29704190829673965
2022-11-03 05:00:00,2022-11-03 04:00:00,0.3089555531912919
2022-11-03 05:15:00,2022-11-03 04:15:00,0.31450251703978455
2022-11-03 05:30:00,2022-11-03 04:30:00,0.3415636911388021
2022-11-03 05:45:00,2022-11-03 04:45:00,0.35070594522440784
2022-11-03 06:00:00,2022-11-03 05:00:00,0.37185854553648384
2022-11-03 06:15:00,2022-11-03 05:15:00,0.3907912994506691
2022-11-03 06:30:00,2022-11-03 05:30:00,0.41856732896538457
2022-11-03 06:45:00,2022-11-03 05:45:00,0.4408035350253143
2022-11-03 07:00:00,2022-11-03 06:00:00,0.45133367763631754
2022-11-03 07:15:00,2022-11-03 06:15:00,0.4730400664831858
2022-11-03 07:30:00,2022-11-03 06:30:00,0.47589448987038246
2022-11-03 07:45:00,2022-11-03 06:45:00,0.48584605657986774
2022-11-03 08:00:00,2022-11-03 07:00:00,0.49019374030245283
2022-11-03 08:15:00,2022-11-03 07:15:00,0.502867429104306
2022-11-03 08:30:00,2022-11-03 07:30:00,0.5162393464050821
2022-11-03 08:45:00,2022-11-03 07:45:00,0.5102812998903135
2022-11-03 09:00:00,2022-11-03 08:00:00,0.5129024364145391
2022-11-03 09:15:00,2022-11-03 08:15:00,0.5182545695204543
2022-11-03 09:30:00,2022-11-03 08:30:00,0.5093637592989602
2022-11-03 09:45:00,2022-11-03 08:45:00,0.5056892106916993
2022-11-03 10:00:00,2022-11-03 09:00:00,0.5081577468018432
2022-11-03 10:15:00,2022-11-03 09:15:00,0.49361796710747036
2022-11-03 10:30:00,2022-11-03 09:30:00,0.4839830258560797
2022-11-03 10:45:00,2022-11-03 09:45:00,0.47165972637399284
2022-11-03 11:00:00,2022-11-03 10:00:00,0.452645469965923
2022-11-03 11:15:00,2022-11-03 10:15:00,0.4449568980334438
2022-11-03 11:30:00,2022-11-03 10:30:00,0.4343204655618302
2022-11-03 11:45:00,2022-11-03 10:45:00,0.4277329423389747
